ID,Code,Subject,School,classroom,course,schedule,Professor ,Professor Email,gender,RequiredSubject,TypeOfSubject,students,required,in-class subject
2519,S2-4-2519,Economics,Oregon State University,C_16,2,12:00 AM,Jolene Flanders,Jolene_Flanders3311@sheye.org,Female,S1-8-531,Core,21,FALSE,FALSE
2520,S4-8-2520,Language Arts,Northwestern University,C_2,4,3:00 PM,Chadwick Gardner,Chadwick_Gardner1817@grannar.com,Male,S1-7-611,Core,36,FALSE,TRUE
2521,S3-7-2521,Physical Education,University of California,C_11,3,8:00 AM,Sharon Robe,Sharon_Robe3480@gmail.com,Female,S2-10-811,Core,19,FALSE,TRUE
2522,S3-9-2522,Geography,University of Notre Dame,C_9,3,12:00 AM,Tyson Rose,Tyson_Rose4004@mafthy.com,Male,S4-1-640,Core,15,TRUE,FALSE
2523,S2-8-2523,Mathematics,University of Notre Dame,C_18,2,12:00 AM,Makenzie Devonport,Makenzie_Devonport97@typill.biz,Female,S1-2-219,Core,16,FALSE,FALSE
2524,S3-3-2524,Language Arts,Howard University,C_15,3,4:00 PM,Rosa Khan,Rosa_Khan3014@tonsy.org,Female,S3-2-982,Core,53,TRUE,TRUE
2525,S2-10-2525,Music,Johns Hopkins University,C_10,2,6:00 PM,Hope West,Hope_West175@corti.com,Female,S3-6-659,Core,36,FALSE,TRUE
2526,S3-10-2526,Grammar,University of Pittsburgh,C_10,3,10:00 AM,Maribel Hammond,Maribel_Hammond3173@iatim.tech,Female,S4-8-808,Core,45,TRUE,TRUE
2527,S3-10-2527,Language Arts,Johns Hopkins University,C_4,3,12:00 AM,Kate Riley,Kate_Riley9233@joiniaa.com,Female,S4-9-634,Optional,34,TRUE,TRUE
2528,S3-9-2528,Latin,Florida State University,C_16,3,6:00 PM,Chris Chapman,Chris_Chapman5448@jiman.org,Male,S2-10-811,Core,55,FALSE,TRUE
2529,S2-7-2529,Dramatics,Stony Brook University,C_19,2,10:00 AM,Joseph Roberts,Joseph_Roberts301@dionrab.com,Male,S1-5-345,Core,33,TRUE,TRUE
2530,S1-6-2530,Geography,The Katz School at Yeshiva University,C_10,1,9:00 AM,Nick Ebbs,Nick_Ebbs9826@mafthy.com,Male,S4-3-493,Core,52,TRUE,TRUE
2531,S3-2-2531,Geography,Florida State University,C_5,3,10:00 AM,Jackeline Ingham,Jackeline_Ingham6711@ubusive.com,Female,S1-9-788,Core,37,TRUE,TRUE
2532,S4-10-2532,Sociology,University of Colorado,C_12,4,3:00 PM,Isabella Harris,Isabella_Harris5559@zorer.org,Female,S3-4-797,Core,57,TRUE,TRUE
2533,S4-4-2533,Geography,Drexel University,C_12,4,3:00 PM,Anthony Healy,Anthony_Healy4211@cispeto.com,Male,S1-8-153,Core,36,FALSE,TRUE
2534,S1-10-2534,Mathematics,University of Washington,C_6,1,8:00 AM,Denny Wise,Denny_Wise8504@jiman.org,Male,S1-9-47,Optional,35,FALSE,FALSE
2535,S1-2-2535,Trigonometry,University of Delaware,C_3,1,1:00 PM,Ramon Nielson,Ramon_Nielson5939@grannar.com,Male,S2-8-498,Core,16,FALSE,TRUE
2536,S4-5-2536,Spanish,University of Chicago,C_19,4,7:00 PM,Jack Nurton,Jack_Nurton8511@kideod.biz,Male,S2-8-876,Core,35,FALSE,TRUE
2537,S3-2-2537,English IV,Lehigh University,C_15,3,10:00 AM,Bart Needham,Bart_Needham1290@muall.tech,Male,S2-8-606,Core,33,FALSE,FALSE
2538,S1-8-2538,Trigonometry,Tufts University,C_8,1,3:00 PM,Trisha Bishop,Trisha_Bishop5388@naiker.biz,Female,S1-8-185,Core,45,FALSE,FALSE
2539,S4-6-2539,Earth Science,Purdue University,C_16,4,9:00 AM,Meredith York,Meredith_York7277@joiniaa.com,Female,S1-8-725,Optional,24,TRUE,TRUE
2540,S4-3-2540,German,University of Pittsburgh,C_15,4,8:00 AM,Winnie Todd,Winnie_Todd3465@ovock.tech,Female,S1-2-535,Core,56,TRUE,FALSE
2541,S2-9-2541,French,University of Southern California,C_1,2,1:00 PM,Rylee Watson,Rylee_Watson9475@sheye.org,Female,S4-1-540,Interdisciplinary,40,FALSE,TRUE
2542,S3-4-2542,English IV,Boston University,C_18,3,11:00 AM,Marvin Allcott,Marvin_Allcott3305@deavo.com,Male,S3-3-756,Interdisciplinary,22,TRUE,TRUE
2543,S2-10-2543,Ecology,Purdue University,C_7,2,11:00 AM,Sonya Bryant,Sonya_Bryant5857@nimogy.biz,Female,S3-10-257,Core,41,FALSE,TRUE
2544,S1-7-2544,Geography,University of New Mexico,C_20,1,6:00 PM,Ramon Griffiths,Ramon_Griffiths7616@nanoff.biz,Male,S3-10-407,Core,47,TRUE,FALSE
2545,S2-2-2545,German,Rice University,C_5,2,8:00 AM,Vivian Coleman,Vivian_Coleman7277@nickia.com,Female,S3-4-225,Interdisciplinary,51,TRUE,FALSE
2546,S2-9-2546,Economics,University of Texas Dallas,C_8,2,3:00 PM,Ethan Wilde,Ethan_Wilde1125@naiker.biz,Male,S2-3-427,Core,51,TRUE,TRUE
2547,S2-5-2547,English IV,Lehigh University,C_7,2,2:00 PM,Emmanuelle Andersson,Emmanuelle_Andersson8011@elnee.tech,Female,S4-10-681,Core,50,FALSE,TRUE
2548,S2-10-2548,LOGIC,Tulane University,C_12,2,1:00 PM,Meredith Wooldridge,Meredith_Wooldridge2466@corti.com,Female,S3-8-25,Core,15,FALSE,TRUE
2549,S1-1-2549,Trigonometry,University of Southern California,C_17,1,8:00 AM,Camila Palmer,Camila_Palmer5817@jiman.org,Female,S3-7-507,Interdisciplinary,18,TRUE,FALSE
2550,S3-3-2550,Spanish,University of Kansas,C_19,3,5:00 PM,Esmeralda Overson,Esmeralda_Overson1084@typill.biz,Female,S3-3-558,Interdisciplinary,33,FALSE,FALSE
2551,S3-5-2551,Dramatics,University of California,C_17,3,10:00 AM,Julian Holt,Julian_Holt6103@bulaffy.com,Male,S4-2-967,Core,22,FALSE,TRUE
2552,S2-7-2552,Spanish,Texas A&M University,C_3,2,2:00 PM,Josephine Baldwin,Josephine_Baldwin5571@gmail.com,Female,S2-8-398,Core,18,FALSE,FALSE
2553,S1-5-2553,Speech,University of Illinois at Urbana-Champaign,C_1,1,9:00 AM,Chadwick Warner,Chadwick_Warner7917@guentu.biz,Male,S3-5-724,Interdisciplinary,16,TRUE,FALSE
2554,S3-1-2554,Handwriting,Michigan State University,C_15,3,7:00 PM,Macy Terry,Macy_Terry1257@corti.com,Female,S4-7-891,Core,26,FALSE,FALSE
2555,S2-2-2555,Spanish,Florida State University,C_12,2,11:00 AM,Caleb Fulton,Caleb_Fulton7744@fuliss.net,Male,S1-5-147,Core,22,FALSE,TRUE
2556,S4-10-2556,Speech,Florida State University,C_13,4,9:00 AM,Angelica Pitt,Angelica_Pitt1952@deavo.com,Female,S1-1-239,Interdisciplinary,33,TRUE,FALSE
2557,S2-7-2557,Ecology,University of Wisconsin-Madison,C_4,2,6:00 PM,Ryan Kelly,Ryan_Kelly1665@nimogy.biz,Male,S1-3-575,Optional,48,FALSE,FALSE
2558,S2-3-2558,German,University of Kansas,C_6,2,7:00 PM,Manuel Jackson,Manuel_Jackson6720@fuliss.net,Male,S3-5-570,Optional,55,TRUE,FALSE
2559,S3-2-2559,Art,Tulane University,C_5,3,9:00 AM,Andie Graham,Andie_Graham6052@elnee.tech,Female,S3-3-618,Optional,59,FALSE,FALSE
2560,S3-6-2560,Modern Literature,University of Maryland,C_9,3,6:00 PM,Rowan Jeffery,Rowan_Jeffery8689@nimogy.biz,Female,S1-5-270,Interdisciplinary,37,FALSE,TRUE
2561,S3-10-2561,Art,Wake Forest University,C_4,3,8:00 PM,Crystal Baker,Crystal_Baker8443@hourpy.biz,Female,S4-8-888,Optional,30,FALSE,FALSE
2562,S3-7-2562,Health,University of Minnesota,C_17,3,4:00 PM,Vicky Fields,Vicky_Fields1390@brety.org,Female,S2-1-253,Core,51,FALSE,FALSE
2563,S4-5-2563,Health,University of California,C_13,4,8:00 PM,Fred Reyes,Fred_Reyes6942@brety.org,Male,S2-1-481,Core,41,TRUE,TRUE
2564,S1-1-2564,Modern Literature,Rutgers University - New Brunswick,C_11,1,9:00 AM,Percy Moreno,Percy_Moreno9386@yahoo.com,Male,S2-7-591,Core,41,TRUE,TRUE
2565,S1-8-2565,Dramatics,Lehigh University,C_3,1,9:00 AM,Mayleen Lewin,Mayleen_Lewin1075@gompie.com,Female,S1-7-775,Core,46,FALSE,FALSE
2566,S3-7-2566,Language Arts,Brown University,C_18,3,10:00 AM,Nick Stone,Nick_Stone100@tonsy.org,Male,S2-2-677,Interdisciplinary,56,TRUE,TRUE
2567,S3-7-2567,LOGIC,Pennsylvania State University,C_11,3,3:00 PM,Martha Corbett,Martha_Corbett7021@twipet.com,Female,S1-7-65,Core,28,FALSE,TRUE
2568,S3-1-2568,Basic Math,University of Oklahoma,C_11,3,10:00 AM,Bob Lane,Bob_Lane1381@ubusive.com,Male,S1-8-737,Optional,52,TRUE,TRUE
2569,S1-4-2569,Health,Wayne State University,C_12,1,3:00 PM,Christine Parsons,Christine_Parsons4000@eirey.tech,Female,S4-10-736,Core,33,FALSE,TRUE
2570,S2-3-2570,Mathematics,University of Pennsylvania,C_18,2,11:00 AM,Melania Newman,Melania_Newman9099@irrepsy.com,Female,S3-9-807,Interdisciplinary,13,TRUE,TRUE
2571,S3-4-2571,Music,Duke University,C_18,3,6:00 PM,Michael Wilton,Michael_Wilton5622@grannar.com,Male,S2-8-998,Core,57,TRUE,FALSE
2572,S1-9-2572,Design and technology,Harvard University,C_16,1,11:00 AM,Nate Scott,Nate_Scott7358@zorer.org,Male,S4-6-940,Core,13,TRUE,FALSE
2573,S1-6-2573,Accounting,University of Maryland,C_12,1,1:00 PM,Ember Gibson,Ember_Gibson6780@ovock.tech,Female,S3-1-419,Optional,59,TRUE,TRUE
2574,S2-4-2574,Geography,University of Colorado,C_16,2,2:00 PM,Jacob Gilbert,Jacob_Gilbert8780@joiniaa.com,Male,S2-4-451,Core,59,FALSE,TRUE
2575,S2-9-2575,Grammar,University at Buffalo SUNY,C_9,2,6:00 PM,Tyson Fox,Tyson_Fox7329@ovock.tech,Male,S2-8-398,Core,26,FALSE,FALSE
2576,S1-3-2576,Ancient Civilizations,California Institute of Technology (Caltech),C_9,1,12:00 AM,Joyce Warren,Joyce_Warren6599@ubusive.com,Female,S2-9-448,Core,56,TRUE,TRUE
2577,S4-10-2577,Speech,University of Pennsylvania,C_4,4,4:00 PM,Jane Griffiths,Jane_Griffiths4913@sveldo.biz,Female,S1-5-656,Optional,31,TRUE,TRUE
2578,S1-6-2578,Resource Program,University of Washington,C_9,1,7:00 PM,Hayden Patel,Hayden_Patel9978@famism.biz,Male,S4-7-720,Core,37,FALSE,FALSE
2579,S1-3-2579,Design and technology,Cornell University,C_4,1,12:00 AM,Lauren Vallins,Lauren_Vallins4829@yahoo.com,Female,S4-5-744,Interdisciplinary,53,FALSE,FALSE
2580,S3-1-2580,Design and technology,Princeton University,C_3,3,5:00 PM,Harmony Thomas,Harmony_Thomas5485@brety.org,Female,S2-9-20,Interdisciplinary,24,TRUE,TRUE
2581,S3-2-2581,Economics,University of Colorado Boulder,C_2,3,8:00 PM,Ethan Gregory,Ethan_Gregory2517@ubusive.com,Male,S1-7-319,Core,55,FALSE,FALSE
2582,S2-6-2582,Grammar,University of Maryland,C_6,2,4:00 PM,Chris Collins,Chris_Collins3037@atink.com,Male,S1-9-414,Core,35,TRUE,TRUE
2583,S1-9-2583,French,Yale University,C_5,1,10:00 AM,Enoch Archer,Enoch_Archer5017@extex.org,Male,S1-10-131,Core,15,TRUE,TRUE
2584,S2-8-2584,Economics,University of Colorado,C_14,2,12:00 AM,Molly Raven,Molly_Raven427@deons.tech,Female,S2-8-248,Core,46,TRUE,FALSE
2585,S2-4-2585,Physical Education,Stanford University,C_9,2,8:00 PM,Hailey Jones,Hailey_Jones8584@mafthy.com,Female,S4-8-370,Optional,51,TRUE,TRUE
2586,S4-3-2586,Dramatics,University of Southern California,C_17,4,8:00 AM,Peyton Rees,Peyton_Rees4968@dionrab.com,Female,S2-6-3,Core,12,TRUE,FALSE
2587,S2-4-2587,Leadership,University of South Florida,C_19,2,10:00 AM,Elly Hogg,Elly_Hogg6642@twipet.com,Female,S2-8-731,Optional,24,FALSE,TRUE
2588,S2-4-2588,Economics,University of California,C_7,2,6:00 PM,Faith Hudson,Faith_Hudson6132@ubusive.com,Female,S1-4-452,Core,12,TRUE,TRUE
2589,S3-5-2589,Geography,University at Buffalo SUNY,C_1,3,10:00 AM,Liam Baldwin,Liam_Baldwin6576@irrepsy.com,Male,S4-6-346,Core,19,TRUE,TRUE
2590,S2-3-2590,Modern Literature,Dartmouth College,C_4,2,7:00 PM,Ryan Hooper,Ryan_Hooper8863@hourpy.biz,Male,S2-10-180,Interdisciplinary,46,TRUE,FALSE
2591,S3-3-2591,French,University of Michigan,C_14,3,4:00 PM,Aiden Briggs,Aiden_Briggs2476@bungar.biz,Male,S3-4-313,Core,17,TRUE,FALSE
2592,S4-6-2592,German,Boston University,C_8,4,4:00 PM,Harmony Tobin,Harmony_Tobin1811@deons.tech,Female,S3-4-997,Core,52,FALSE,TRUE
2593,S2-4-2593,History,University of Massachusetts Amherst,C_2,2,5:00 PM,Gwen Mould,Gwen_Mould1695@tonsy.org,Female,S3-1-761,Core,25,FALSE,FALSE
2594,S3-5-2594,English IV,University of Illinois,C_17,3,3:00 PM,Kate Sheldon,Kate_Sheldon6114@guentu.biz,Female,S3-1-382,Core,47,FALSE,TRUE
2595,S3-9-2595,LOGIC,Rensselaer Polytechnic University,C_6,3,8:00 PM,Elly Hogg,Elly_Hogg6642@twipet.com,Female,S1-6-561,Core,43,TRUE,FALSE
2596,S1-1-2596,Ecology,Tufts University,C_11,1,4:00 PM,Analise Burnley,Analise_Burnley907@irrepsy.com,Female,S4-3-746,Core,33,TRUE,TRUE
2597,S4-10-2597,Language Arts,University of Colorado Boulder,C_9,4,11:00 AM,Ramon Uddin,Ramon_Uddin731@gompie.com,Male,S4-8-793,Core,27,FALSE,FALSE
2598,S2-1-2598,Mathematics,Brown University,C_10,2,11:00 AM,John Whitmore,John_Whitmore19@twipet.com,Male,S1-5-916,Core,33,TRUE,FALSE
2599,S4-2-2599,Sociology,Texas A&M University,C_14,4,5:00 PM,Melinda Pickard,Melinda_Pickard3796@ubusive.com,Female,S2-8-214,Interdisciplinary,59,FALSE,FALSE
2600,S2-6-2600,Dramatics,Yale University,C_3,2,10:00 AM,Callie Dickson,Callie_Dickson8939@yahoo.com,Female,S2-7-99,Interdisciplinary,14,TRUE,FALSE
2601,S1-9-2601,Geography,Virginia Polytechnic Institute and State University,C_9,1,3:00 PM,Ronald Hill,Ronald_Hill402@womeona.net,Male,S1-9-515,Core,31,TRUE,TRUE
2602,S3-6-2602,Ancient Civilizations,University of South Florida,C_14,3,7:00 PM,Aileen Evans,Aileen_Evans2769@nanoff.biz,Female,S3-5-315,Core,12,FALSE,FALSE
2603,S3-4-2603,Handwriting,California Institute of Technology (Caltech),C_20,3,9:00 AM,Eryn Kelly,Eryn_Kelly7759@qater.org,Female,S4-9-195,Interdisciplinary,30,FALSE,FALSE
2604,S2-4-2604,Design and technology,University of California,C_11,2,10:00 AM,Sabina Bradshaw,Sabina_Bradshaw4228@deons.tech,Female,S3-8-710,Core,16,TRUE,TRUE
2605,S1-3-2605,LOGIC,The Katz School at Yeshiva University,C_1,1,8:00 AM,Sonya James,Sonya_James7405@corti.com,Female,S1-5-147,Core,59,FALSE,TRUE
2606,S4-2-2606,Physical Education,Clark University,C_10,4,8:00 PM,Daron Ashwell,Daron_Ashwell9003@tonsy.org,Male,S2-10-999,Core,24,TRUE,FALSE
2607,S1-3-2607,Latin,University of Kansas,C_4,1,2:00 PM,Louise Morris,Louise_Morris1994@ovock.tech,Female,S1-8-849,Core,54,FALSE,FALSE
2608,S1-6-2608,Ancient Civilizations,University of Utah,C_19,1,8:00 PM,Callie Janes,Callie_Janes4229@bauros.biz,Female,S3-1-337,Interdisciplinary,50,FALSE,TRUE
2609,S3-10-2609,History,University of Hawai,C_5,3,4:00 PM,Noemi Thomson,Noemi_Thomson2337@yahoo.com,Female,S3-6-927,Core,43,TRUE,FALSE
2610,S2-5-2610,Leadership,North Carolina State University,C_9,2,2:00 PM,Nicholas Olivier,Nicholas_Olivier8542@gmail.com,Male,S2-8-776,Optional,59,FALSE,FALSE
2611,S2-6-2611,Economics,University of Utah,C_10,2,2:00 PM,Leroy Hooper,Leroy_Hooper4096@nimogy.biz,Male,S1-4-691,Core,54,TRUE,FALSE
2612,S1-10-2612,Dramatics,University of Colorado,C_19,1,10:00 AM,Owen Warren,Owen_Warren8657@gembat.biz,Male,S1-2-116,Core,45,TRUE,FALSE
2613,S1-10-2613,Trigonometry,University of California,C_16,1,8:00 PM,Joseph Terry,Joseph_Terry6980@corti.com,Male,S1-7-896,Core,30,FALSE,FALSE
2614,S4-3-2614,Basic Math,Rutgers University - New Brunswick,C_9,4,1:00 PM,Mya Jones,Mya_Jones1381@deons.tech,Female,S3-8-400,Interdisciplinary,39,FALSE,TRUE
2615,S3-4-2615,History,Virginia Polytechnic Institute and State University,C_6,3,8:00 PM,Johnny Thomas,Johnny_Thomas210@deons.tech,Male,S2-5-307,Core,35,FALSE,TRUE
2616,S1-3-2616,History,University of Illinois at Urbana-Champaign,C_8,1,8:00 AM,Maya Clarke,Maya_Clarke3785@mafthy.com,Female,S4-9-721,Core,32,FALSE,TRUE
2617,S1-10-2617,Latin,University of Illinois,C_17,1,9:00 AM,Domenic Warren,Domenic_Warren7905@joiniaa.com,Male,S2-5-136,Core,15,FALSE,TRUE
2618,S2-5-2618,Art,The University of Tennessee,C_9,2,10:00 AM,Rosalee Edwards,Rosalee_Edwards8978@guentu.biz,Female,S4-2-525,Interdisciplinary,54,TRUE,FALSE
2619,S1-1-2619,Earth Science,University of Oklahoma,C_5,1,3:00 PM,Celia Asher,Celia_Asher1099@acrit.org,Female,S2-3-287,Core,45,FALSE,TRUE
2620,S4-2-2620,German,University of California,C_10,4,9:00 AM,Aeris Walter,Aeris_Walter7561@supunk.biz,Female,S1-5-107,Optional,23,FALSE,FALSE
2621,S1-3-2621,Art,University of Rochester,C_19,1,9:00 AM,Rosa Powell,Rosa_Powell4520@gembat.biz,Female,S1-6-969,Optional,12,FALSE,FALSE
2622,S2-8-2622,Grammar,University of Minnesota,C_14,2,8:00 PM,Makenzie Devonport,Makenzie_Devonport97@typill.biz,Female,S4-7-436,Optional,40,TRUE,FALSE
2623,S4-10-2623,Leadership,Carnegie Mellon University,C_9,4,8:00 AM,Manuel Leigh,Manuel_Leigh1301@eirey.tech,Male,S4-3-476,Core,24,TRUE,FALSE
2624,S1-10-2624,Economics,University of Texas at Austin,C_18,1,9:00 AM,Elena Heaton,Elena_Heaton3513@guentu.biz,Female,S2-3-848,Core,36,TRUE,TRUE
2625,S3-3-2625,Dramatics,Vanderbilt University,C_4,3,11:00 AM,Eden Simpson,Eden_Simpson3354@deavo.com,Female,S2-7-230,Core,19,FALSE,FALSE
2626,S1-2-2626,Instrumental Music,Washington University in St. Louis,C_18,1,2:00 PM,Bridget Noon,Bridget_Noon368@bretoux.com,Female,S3-4-387,Core,58,FALSE,FALSE
2627,S4-10-2627,Geography,Pennsylvania State University,C_19,4,12:00 AM,Chris Collins,Chris_Collins3037@atink.com,Male,S1-3-712,Core,37,FALSE,TRUE
2628,S3-3-2628,Health,University of California,C_14,3,11:00 AM,Hailey Dunbar,Hailey_Dunbar260@vetan.org,Female,S3-3-417,Core,41,TRUE,FALSE
2629,S2-9-2629,Resource Program,University of Kansas,C_15,2,8:00 PM,Sage Ripley,Sage_Ripley8786@bretoux.com,Female,S1-1-522,Interdisciplinary,44,FALSE,FALSE
2630,S2-2-2630,Instrumental Music,University of California,C_11,2,9:00 AM,Marvin Blackwall,Marvin_Blackwall7094@irrepsy.com,Male,S1-7-98,Interdisciplinary,59,TRUE,TRUE
2631,S3-6-2631,Basic Math,University of Utah,C_1,3,9:00 AM,Lara Evans,Lara_Evans199@vetan.org,Female,S3-4-774,Core,40,TRUE,FALSE
2632,S4-2-2632,Dramatics,Wake Forest University,C_20,4,10:00 AM,Denny Mcneill,Denny_Mcneill749@tonsy.org,Male,S3-10-257,Core,14,TRUE,TRUE
2633,S2-5-2633,Language Arts,University of New Mexico,C_10,2,2:00 PM,Natalie Irving,Natalie_Irving7344@cispeto.com,Female,S4-5-375,Core,43,TRUE,FALSE
2634,S4-2-2634,German,Northeastern University,C_18,4,3:00 PM,Alan Griffiths,Alan_Griffiths6265@twipet.com,Male,S3-2-619,Core,33,TRUE,FALSE
2635,S4-6-2635,Dramatics,Harvard University,C_6,4,9:00 AM,Joseph Terry,Joseph_Terry6980@corti.com,Male,S4-2-578,Core,36,TRUE,FALSE
2636,S1-7-2636,History,Florida State University,C_18,1,6:00 PM,Cameron Michael,Cameron_Michael73@muall.tech,Female,S4-5-571,Core,44,FALSE,TRUE
2637,S4-2-2637,American Literature,Wake Forest University,C_10,4,6:00 PM,Josh Hunter,Josh_Hunter3615@deavo.com,Male,S3-3-756,Interdisciplinary,30,TRUE,FALSE
2638,S3-1-2638,Physical Education,University of California,C_9,3,8:00 PM,Makenzie Dixon,Makenzie_Dixon7631@atink.com,Female,S4-6-90,Core,59,FALSE,FALSE
2639,S3-7-2639,Instrumental Music,University of Wisconsin-Madison,C_15,3,8:00 PM,Martin Morris,Martin_Morris5998@acrit.org,Male,S3-9-518,Interdisciplinary,50,FALSE,FALSE
2640,S4-1-2640,Speech,University at Buffalo SUNY,C_19,4,8:00 PM,Freya Abbot,Freya_Abbot3486@liret.org,Female,S3-1-422,Optional,15,TRUE,FALSE
2641,S4-10-2641,Grammar,University of Pennsylvania,C_6,4,12:00 AM,Alice Watson,Alice_Watson7879@mafthy.com,Female,S3-3-713,Core,16,TRUE,FALSE
2642,S4-1-2642,Music,University of Pennsylvania,C_17,4,8:00 PM,Luna Fulton,Luna_Fulton263@infotech44.tech,Female,S1-7-127,Core,29,FALSE,TRUE
2643,S2-1-2643,Sociology,Johns Hopkins University,C_13,2,10:00 AM,Anthony Warner,Anthony_Warner7088@twipet.com,Male,S4-3-909,Interdisciplinary,59,TRUE,FALSE
2644,S1-1-2644,Mathematics,University of Notre Dame,C_16,1,12:00 AM,Julian Walsh,Julian_Walsh8096@atink.com,Male,S2-7-282,Optional,35,FALSE,FALSE
2645,S2-7-2645,Sociology,Colorado State University,C_20,2,4:00 PM,Hope West,Hope_West175@corti.com,Female,S1-4-577,Optional,43,FALSE,TRUE
2646,S4-10-2646,Health,University of Miami,C_4,4,6:00 PM,David Farrow,David_Farrow3413@gmail.com,Male,S1-5-568,Core,35,TRUE,TRUE
2647,S2-2-2647,Instrumental Music,University of Rochester,C_6,2,1:00 PM,Tyson Baxter,Tyson_Baxter1776@elnee.tech,Male,S3-7-507,Core,51,FALSE,FALSE
2648,S1-1-2648,History,George Washington University,C_3,1,2:00 PM,Gwenyth Yarlett,Gwenyth_Yarlett2758@zorer.org,Female,S4-6-604,Core,53,FALSE,TRUE
2649,S1-10-2649,Economics,University of California,C_9,1,7:00 PM,Lexi James,Lexi_James6741@fuliss.net,Female,S2-10-440,Core,31,FALSE,TRUE
2650,S1-2-2650,Geography,Northwestern University,C_7,1,4:00 PM,Barry Price,Barry_Price9010@deavo.com,Male,S2-9-448,Core,55,TRUE,TRUE
2651,S3-2-2651,Design and technology,University of California,C_3,3,10:00 AM,Domenic Saunders,Domenic_Saunders2819@qater.org,Male,S2-8-889,Core,25,FALSE,TRUE
2652,S3-3-2652,Instrumental Music,Wake Forest University,C_9,3,8:00 PM,Chelsea Ellery,Chelsea_Ellery7893@elnee.tech,Female,S4-6-250,Core,21,TRUE,FALSE
2653,S3-3-2653,Leadership,The Ohio State University,C_11,3,3:00 PM,Anthony Warner,Anthony_Warner7088@twipet.com,Male,S2-9-607,Core,18,TRUE,FALSE
2654,S4-5-2654,Handwriting,Northwestern University,C_1,4,8:00 AM,Tyson Little,Tyson_Little7074@womeona.net,Male,S1-3-434,Core,12,FALSE,TRUE
2655,S3-3-2655,English IV,University of Texas at Austin,C_18,3,9:00 AM,Harmony Thomas,Harmony_Thomas5485@brety.org,Female,S1-2-410,Core,53,TRUE,FALSE
2656,S3-7-2656,Music,University of Iowa,C_6,3,2:00 PM,Jennifer Warren,Jennifer_Warren9045@twipet.com,Female,S1-2-881,Core,15,TRUE,FALSE
2657,S4-7-2657,Physical Education,The University of Arizona,C_14,4,2:00 PM,Tiffany Swan,Tiffany_Swan634@guentu.biz,Female,S3-8-25,Core,50,TRUE,TRUE
2658,S1-10-2658,Geography,The University of Arizona,C_1,1,1:00 PM,Jack Cooper,Jack_Cooper5138@bauros.biz,Male,S4-8-970,Core,42,FALSE,FALSE
2659,S3-3-2659,History,Arizona State University,C_1,3,8:00 PM,Joseph Roberts,Joseph_Roberts301@dionrab.com,Male,S1-5-462,Core,27,TRUE,TRUE
2660,S1-2-2660,Design and technology,Princeton University,C_10,1,9:00 AM,Benjamin Clayton,Benjamin_Clayton9747@bungar.biz,Male,S1-5-916,Core,51,FALSE,TRUE
2661,S2-6-2661,Art,University of Illinois at Urbana-Champaign,C_8,2,4:00 PM,Owen Driscoll,Owen_Driscoll7498@nickia.com,Male,S1-7-533,Core,27,TRUE,TRUE
2662,S1-3-2662,Spanish,University of California,C_15,1,7:00 PM,Sebastian Gilmore,Sebastian_Gilmore1309@hourpy.biz,Male,S1-10-445,Core,57,TRUE,TRUE
2663,S4-8-2663,Art,California Institute of Technology (Caltech),C_12,4,5:00 PM,Manuel Brown,Manuel_Brown8920@ovock.tech,Male,S4-6-538,Core,18,TRUE,FALSE
2664,S4-2-2664,Design and technology,Duke University,C_18,4,3:00 PM,Denis Wood,Denis_Wood2825@acrit.org,Male,S1-1-288,Core,38,TRUE,TRUE
2665,S1-4-2665,Design and technology,Brandeis University,C_12,1,7:00 PM,Jacqueline Irving,Jacqueline_Irving4340@atink.com,Female,S2-1-412,Interdisciplinary,28,TRUE,TRUE
2666,S4-4-2666,Physical Education,University of Florida,C_9,4,4:00 PM,Vicky Fields,Vicky_Fields1390@brety.org,Female,S2-1-831,Core,34,FALSE,FALSE
2667,S4-2-2667,Ecology,California Institute of Technology (Caltech),C_2,4,11:00 AM,Leilani Irving,Leilani_Irving4301@gembat.biz,Female,S4-4-358,Core,49,TRUE,TRUE
2668,S2-7-2668,Basic Math,Florida State University,C_8,2,10:00 AM,Daniel Downing,Daniel_Downing8388@infotech44.tech,Male,S2-8-437,Interdisciplinary,30,TRUE,FALSE
2669,S1-6-2669,Handwriting,University of Pennsylvania,C_3,1,4:00 PM,Gabriel Grant,Gabriel_Grant5683@bauros.biz,Male,S1-2-200,Core,22,FALSE,FALSE
2670,S4-1-2670,Mathematics,Stony Brook University,C_2,4,9:00 AM,Rosa Robertson,Rosa_Robertson6812@bungar.biz,Female,S4-5-148,Interdisciplinary,20,FALSE,TRUE
2671,S3-9-2671,Instrumental Music,University of Pennsylvania,C_20,3,11:00 AM,Matt Bingham,Matt_Bingham5859@famism.biz,Male,S2-8-110,Optional,40,TRUE,TRUE
2672,S1-4-2672,Ecology,University of Maryland,C_8,1,2:00 PM,Elly Hudson,Elly_Hudson6392@dionrab.com,Female,S2-8-530,Core,27,FALSE,TRUE
2673,S3-2-2673,Ecology,University of Minnesota,C_11,3,6:00 PM,Paige Poulton,Paige_Poulton9852@elnee.tech,Female,S4-4-983,Interdisciplinary,29,TRUE,FALSE
2674,S4-3-2674,Dramatics,University of North Carolina,C_15,4,10:00 AM,Rosie Bell,Rosie_Bell7524@iatim.tech,Female,S1-9-689,Core,49,FALSE,FALSE
